	date	content	sentiment_score
39	2022-01-05	bitcoin holds support ahead fed minutes march rate hike probability rises . fed asset purchase program set end march.	0.20612799
40	2022-01-05	chainlink jumps bitcoin stages recovery . link hit resistance levels major cryptocurrencies held support levels ahead publication fed minutes wednesday.	0.5940585
41	2022-01-05	bitcoin reach hypothetical store value boost goldman sachs says . firm assumes scenario bitcoin adoption increases store value investors versus gold.	0.83790696
42	2022-01-05	bitcoin declines toward support analysts await price bounce . price chart indicators show potential short term bounce support holds.	0.19558069
43	2022-01-05	first mover asia bitcoin continues narrow trading range ether pops back green . price chart indicators show potential short term btc bounce support holds.	0.27163708
44	2022-01-05	coindesk joins court case seeking access nyag tether documents . tether wants state supreme court stop attorney general office sharing documents requested coindesk . coindesk party proceedings.	-0.22332023
45	2022-01-05	market wrap bitcoin gains may limited january altcoins outperform . bitcoin continues trade tight range relatively light volume.	-0.81203187
46	2022-01-06	bitcoin steady near support resistance . btc bottom month long price range upside appears limited.	-0.3888948
47	2022-01-06	bitcoin falls 1 month low fed minutes reveal talks shrink balance sheet . reduction balance sheet might undermine bitcoin appeal inflation hedge.	-0.9104507
48	2022-01-06	market wrap bitcoin dips dominance ethereum shrinks . btc declines u.s. fed points possible rate hike march.	-0.73543715
49	2022-01-06	first mover asia bitcoin falls fed minutes release . cryptocurrency drops almost 6 percent altcoins also fall.	-0.66807735
50	2022-01-06	polkadot solana biggest losers among top cryptos . tokens top blockchain networks dropped much 14 percent bitcoin lost 500 support level.	-0.78983724
51	2022-01-06	advisor guide altcoin investing . like purchasing individual stocks investing altcoins requires research knowing crypto market well . look.	0.02382794
52	2022-01-06	lessons learned crypto advisor . lessons personal journey crypto apply practice.	0.031755235
53	2022-01-06	really mattered crypto markets 2021. coindesk research annual crypto review 2021 examines key themes metrics marked year progress cryptocurrency markets.	0.07273501
54	2022-01-06	bitcoin falls leads crypto liquidations . 87 percent losses arose crypto traders long positions.	-0.92038065
55	2022-01-07	bitcoin slips 3 month low analysts divided impact fed tightening . fears fed tightening leading prolonged bear market stocks digital assets might overblown one observer said.	-0.80153716
56	2022-01-07	turkish lira volatile bitcoin . lira nosedived final quarter 2021 turkey cut interest rates amid high inflation.	-0.41114727
57	2022-01-07	ether sees higher liquidations bitcoin falling .2k . nearly million ether long positions liquidated.	-0.88301575
58	2022-01-07	first mover asia bitcoin stabilizes near layer 1 tokens attract attention . one ftm atom near quickly turned green despite wednesday broader market sell.	0.6527308
59	2022-01-07	despu de la ca da bitcoin se estabiliza en una resistencia cercana . las se ales de sobreventa permanecen intactas aunque las subidas son limitadas.	0.14646438
60	2022-01-07	bitcoin stabilizes sell resistance near . oversold signals remain intact although upside limited.	-0.054436624
61	2022-01-07	market wrap bitcoin sentiment turns extremely bearish . indicator shows max fear among cryptocurrency traders.	-0.9029147
62	2022-01-08	bitcoin oversold within downtrend resistance . upside limited long term technical indicators turned negative.	-0.92168754
63	2022-01-08	stay sane crypto crash . crypto longtimers unfazed bitcoin recent 38 percent drop . zen find happy place.	-0.2700874
64	2022-01-08	market wrap crypto traders reduce leverage selling pressure subsides . analysts expect cryptocurrencies stabilize given signs healthier market conditions.	0.119758606
65	2022-01-09	bitcoin falls toward racks longest losing streak since 2018. cryptocurrency analysts warned possibility steeper sell traders wondering market shakeout might end.	-0.9106028
66	2022-01-10	2021 year alts . market decided likes bitcoin year ago really really likes ether layer 1 rivals.	0.06651908
67	2022-01-10	bitcoin snaps 6 day losing streak holds . price appears stabilized nearly weeklong downdraft marked one cryptocurrency worst ever starts year.	-0.86794627
68	2022-01-10	first mover asia bitcoin altcoins rebound amid light trading . bitcoin topped 500 sunday reaching lowest mark since late september day ether reaches 200.	-0.22577445
69	2022-01-10	bitcoin dips death cross looms price charts . past record death cross indicator deeper drawdowns mixed.	-0.657899
70	2022-01-10	cardano reaches goal planting 1m trees . cardano foundation spearheading land restoration local ecosystem development activities using cardano blockchain.	0.3961193
71	2022-01-10	avalanche polygon see slight gains crypto markets remain flat . markets saw brief spike sunday.	-0.018573135
72	2022-01-11	near cosmos defy altcoin plunge price surge . tokens layer 1 blockchains much 25 percent broader market took beating.	-0.33370632
73	2022-01-11	bitcoin near 40 percent slide weighs crypto stocks coinbase outperforms . institutions use crypto equities proxy cryptocurrencies one value investor said.	-0.35436806
74	2022-01-11	olympus tanks 30 percent led liquidations fuse souring market sentiment . tokens decentralized money market one biggest losers tuesday reaching prices last seen may 2021.	-0.21233031
75	2022-01-11	first mover asia bitcoin regaining ground altcoins fall . declines followed u.s. stock exchange losses investors anticipate continued hawkishness u.s. federal reserve.	-0.7308032
76	2022-01-11	crypto traders see liquidations bitcoin dips . 109 000 traders liquidated past 24 hours.	-0.84648013
77	2022-01-11	digital asset funds hit record weekly outflows . bitcoin focused investment funds saw million outflows seven day period.	0.18938616
78	2022-01-11	market wrap traders brace higher volatility altcoins underperform . crypto prices stabilizing although traders remain cautious.	-0.5512382
79	2022-01-11	bitcoin stabilizes support resistance near . buyers could respond short term oversold signals although upside appears limited.	0.3733075
80	2022-01-12	traders watching december cpi confirms inflation 4 decade high . tighter fed monetary policy could put downward pressure risky assets stocks cryptocurrencies.	-0.3183041
81	2022-01-12	market wrap bitcoin equities stabilize sentiment improves . buyers starting return least short term.	0.35135898
82	2022-01-12	first mover asia bitcoin altcoins climb following fed reserve chief inflation reassurances . head u.s. central bank told senate banking committee fed would continue tactics combat rising inflation.	0.5228345
83	2022-01-12	dorsey proposes non profit bitcoin legal defense fund developers . main purpose fund defend developers lawsuits regarding activities bitcoin ecosystem block founder wrote email bitcoin dev mailing list.	-0.2560751
84	2022-01-12	short traders lose bitcoin bounces . little million losses came bitcoin tracked futures inflation reassurances fed caused recovery prices.	-0.7106193
85	2022-01-12	blockchain indicator suggests bitcoin could close bottoming . bitcoin looks undervalued relative annualized dollar value coin dormancy.	0.048093468
86	2022-01-12	fantom harmony lead gains major cryptos defi narrative heats . near broke set new high tokens cosmos gained 10 percent past 24 hours.	0.63658154
87	2022-01-12	bitcoin options market trims bearish bias us inflation report looms . bitcoin put call skews recede signaling waning demand downside protection.	-0.5835101
88	2022-01-12	us inflation rose nearly four decade high 7 percent december . consumer price index closely watched bitcoin investors view cryptocurrency hedge inflation.	0.47005606
89	2022-01-13	advisors know bitcoin inflation . bitcoin function store value avoids inflation seen fiat money helps clients plan reach future goals.	0.0003888458
90	2022-01-13	solana top gainer among crypto majors bofa endorsement rising nft activity . prices solana bumped much 8 percent past 24 hours.	0.66688514
91	2022-01-13	defi protocol tranchess becomes binance smart chain validator node launches fund . running validator node brings additional revenue said co founder danny chong.	0.47651577
92	2022-01-13	could products tame crypto volatility beast . two crypto products launched late last year targeted squarely advisors concerned risk averse clients purport ease bitcoin volatility trading strategies . may ways temper volatility risk cryptocurrencies.	0.32712588
93	2022-01-13	shiba inu surges 16 percent rumors robinhood listing . meme coins among highest gainers past 24 hours overall crypto markets surged.	0.807773
94	2022-01-13	first mover asia crypto prices rise better expected us inflation news . consumer price index rose 7 percent many investors anticipated steeper increase bitcoin ether prices notched solid gains u.s. trading day.	0.5791182
95	2022-01-13	bitcoin rises resistance . sell appears exhausted buyers attempt reverse short term downtrend.	-0.011974305
96	2022-01-13	market wrap altcoins rally bitcoin buyers return . ftm xlm shib 10 percent past 24 hours compared 2 percent rise btc.	0.28382593
97	2022-01-13	cardano jumps 7 percent coinbase fixes withdrawal bug . cardano rally fueled traders regaining confidence protocol hkma taking gentle approach retail crypto.	0.17411682
98	2022-01-14	bitcoin weak start year analysts predict price increase . one analyst sees stubbornly high inflation numbers coupled continuation negative real interest rates key market catalysts.	-0.3711631
99	2022-01-14	dogecoin surge sees short traders lose tesla store addition . leveraged traders betting upside lost another million margin calls.	-0.94697624
100	2022-01-14	crypto options market starting material impact spot market qcp capital . singapore based crypto fund wrote telegram note newfound strength crypto options market prevented bitcoin bottoming 000.	-0.04454267
101	2022-01-14	someone accidentally lost trying trade fees.wtf tokens . low liquidity initial minutes following airdrop popular tool fees.wtf show user lost 42 ether.	-0.8298066
102	2022-01-14	fdic still unclear usdf stablecoin fdic insurable . early answering questions whether stablecoins fdic insurable spokesperson told coindesk.	-0.45148385
103	2022-01-14	reason bitcoin worth 500 barrels oil bloomberg mcglone . supply demand adoption advancing technology point crypto continuing outperform fossil fuel next 10 years according commodities analyst.	0.4631879
104	2022-01-14	bitcoin miners starting hodl long . bitcoin miners likely spend mined coins pay expenses growth bitcoin price dips.	-0.4236126
105	2022-01-14	dogecoin surges 11 percent payments go live tesla store . users purchase belt buckles chargers merchandise friday.	0.1309327
106	2022-01-15	bitcoin holding support resistance . support remains intact could keep buyers active short term.	0.44840807
107	2022-01-15	wen token polymarket new airdrop futures market answers . speculators bet whether big name crypto projects airdrop native token q1 2022.	0.343245
108	2022-01-15	market wrap bitcoin trading volume dips dogecoin rallies . doge 20 percent past week compared 3 percent rise btc.	-0.17571409
109	2022-01-17	technical indicator points bitcoin price bounce . impending bearish moving average crossover weekly chart proven contrary indicator past.	-0.09785703
110	2022-01-17	majority jpmorgan clients expect bitcoin trade year end . 45 percent banking giant clients see bitcoin trading 000.	0.02174545
111	2022-01-17	cardano price surges sundaeswap dex catalyst . price .55 european morning hours monday sunday low .28.	-0.5904741
112	2022-01-17	case bitcoin bottom near weak institutions stay away . one observer said traders may better trading bitcoin volatility taking directional bets.	0.18909365
113	2022-01-17	crypto.com capital hires jon russell gp hints expanding fund size . russell spent 10 years tech journalist including stints ken tech crunch.	0.3461542
114	2022-01-17	land prices surge cardano metaverse project pavia . 60 percent 100 000 virtual land plots sold pavia remaining set go hammer later quarter.	-0.36714342
115	2022-01-17	fidelity countries secure bitcoin today better peers . even country agree fundamentals bitcoin forced acquire form insurance fidelity wrote recent report.	0.48378295
116	2022-01-17	derivatives data shows softening crypto enthusiasm . wind seems crypto sails.	-0.3265625
117	2022-01-17	first mover asia bitcoin continues sluggishness amid darkening economic signs . investors looking indications largest cryptocurrency market capitalization reached bottom point ready rebound ether price roughly flat weekend.	0.044285238
118	2022-01-18	ethereum gas site fees.wtf wtf token 80 percent following sos gas . cult website tracked ethereum gas usage ironically sent gas fees soaring amid airdrop fervor.	0.37781492
119	2022-01-18	bitcoin piso de .000 es seguro ante inactividad de institucionales . un analista dijo que los operadores les conviene operar con la volatilidad de la criptomoneda que hacer apuestas direccionales.	0.12063023
120	2022-01-18	first mover asia bitcoin us holiday could fall . ether altcoins also drop amid bad news global economy.	-0.90458333
121	2022-01-18	binance destroys 1.6m bnb tokens first ever auto burn . token burns supposedly deflationary usually meant bring store value appeal cryptocurrency.	-0.39281753
122	2022-01-18	morgan stanley says crypto markets weakening central banks look tighten . imminent start central bank tightening putting pressure crypto market.	-0.86743724
123	2022-01-18	bitcoin may soon wake slumber derivatives data indicates . futures markets remain powder keg short term volatility one observer said.	-0.37887728
124	2022-01-19	cardano ada token leads crypto majors lower bitcoin nears bond yields rise . bitcoin appears led nasdaq risk assets pricing fed jitters.	0.25355804
125	2022-01-19	first mover asia fed tightening economic woes continue spook crypto investors . bitcoin ether rose fell altcoins mixed day.	-0.71667045
126	2022-01-19	sofi launch bank provided touch crypto . student loan financial service provider engage crypto asset activities services office comptroller currency said.	0.011187577
127	2022-01-19	opyn new squeeth raises ether trading power two . yet another example crypto industry tendency combine innovation leverage new squeeth index squared ether turns options trade perpetual contract used hedge.	0.10583484
128	2022-01-19	digital asset funds hit 5th week outflows . investment funds focused bitcoin accounted million million outflows last week.	-0.19334635
129	2022-01-19	bitcoin drifts lower stuck support resistance . btc appears oversold asian trading day upside remains limited.	-0.75882995
130	2022-01-19	market wrap cryptocurrencies decline equities traders remain cautious . bitcoin spot trading volume lowest level six months.	-0.9084596
131	2022-01-19	defi wonderland buying time . olympus fork saw time token drop treasury backed value monday spurring liquidations protocol intervention.	-0.40040827
132	2022-01-20	bitcoin holding support faces resistance . buyers could remain active asia trading day momentum improves.	0.09017956
133	2022-01-20	bitcoin mantiene su soporte por encima de enfrenta una resistencia de . los compradores podr seguir activos durante la jornada asi tica medida que mejore el impulso.	0.2554107
134	2022-01-20	market wrap bitcoin stabilizes analysts see relative value altcoins . bitcoin roughly flat past 24 hours trading activity alternative coins increased.	0.16639982
135	2022-01-20	first mover asia bitcoin slides altcoins fall . analysts noting correlation sagging tech stocks crypto.	-0.88513625
136	2022-01-20	bank russia calls full ban crypto . russia central bank suggests making crypto trading mining usage illegal . owning crypto would allowed.	-0.1330633
137	2022-01-20	3 reasons behind bitcoin holder el salvador deteriorating creditworthiness . president bukele bitcoin policy hawkish fed expectations clouding credit outlook.	-0.8838155
138	2022-01-20	stader labs raises strategic sale builds staking service business . stader labs ceo amitej gajjala puts market staking billion.	0.41956028
139	2022-01-20	understanding defi importance crypto economy . aim decentralized finance create entirely new financial system . defi continues evolve strengthen vitally important advisors understand space.	0.3518734
140	2022-01-20	advisors watch crypto 2022. crypto adoption appear slowing . advisors institutional investors pile asset class continue mature new innovations could change advisors interact clients service providers.	-0.4020636
141	2022-01-21	ether altcoins tank bitcoin decoupling narrative goes smoke . centralized liquidity appears dictating market value cryptocurrencies promising decentralization.	-0.4783311
142	2022-01-21	bitcoin dips broader asia market sell . ether solana layer 1 associated coins also slip asia trading day	-0.5418152
143	2022-01-21	market wrap bitcoin rises despite russia proposed crypto ban . traders appeared unfazed russia proposal bitcoin rose 3 percent past 24 hours.	0.4913582
144	2022-01-21	bitcoin returns resistance near . oversold conditions attracting short term buyers.	-0.5251852
145	2022-01-21	first mover asia bitcoin altcoins rise sink . largest cryptocurrency market capitalization plummets 000 rising earlier day.	-0.16300717
146	2022-01-22	cardano based decentralized exchange sundaeswap rocky start . users complained received tokens swapping cardano ada tokens sundae.	-0.37597123
147	2022-01-22	bitcoin sell deepens minor support nearby . price drop 000 could stabilize current sell although 000 significant level watch given decline long term momentum.	-0.3531658
148	2022-01-22	crypto market cap falls amid sell . bitcoin ether breach 000 000 support levels altcoins trading 60 percent 80 percent cycle highs.	-0.04291323
149	2022-01-22	bitcoin tumbled 11 percent 24 hours . bitcoin currently trading around 45 percent time high 700.	-0.45064443
150	2022-01-22	crypto trader tantra liquidate gbtc discount widens record . grayscale bitcoin trust gbtc trading steep discount since last february widening proved much one trading firm.	0.37428278
151	2022-01-22	market wrap cryptocurrencies tumble global investors reduce risk . bitcoin 40 percent time high compared 10 percent decline nasdaq 100 index.	0.22093174
152	2022-01-22	ethereum could hold lead dominant smart contract blockchain coinbase analysts . real eth killer might end ethereum 2.0 according analysts u.s. exchange coinbase.	0.111122444
153	2022-01-24	bitcoin cae nimo de seis meses mientras futuros de la bolsa estadounidense borran ganancias iniciales . tanto bitcoin como ether cayeron sus niveles bajos desde julio despu de que goldman sachs predijera que la fed endurecer las tasas un ritmo r pido.	0.18756482
154	2022-01-24	solana slides 17 percent lead losses amid crypto market plunge . crypto market extended declines monday drop u.s. stock indices.	-0.89138246
155	2022-01-24	fantom becomes third largest defi protocol value locked . value locked defi centric projects built fantom surged 52 percent past week.	0.6394992
156	2022-01-24	bitcoin drops 6 month low ether eyes bearish cross us stock index futures erase early gains . bitcoin ether fell lowest levels since july goldman sachs predicted faster pace fed tightening.	-0.72332436
157	2022-01-24	cosmos token surges 8 percent amid airdrops polkadot bridge . prices airdropped tokens cosmos stakers biggest gainers past 24 hours.	0.43210873
158	2022-01-24	tech stocks driving crypto prices . relationship bitcoin nasdaq strong suggest.	0.124046445
159	2022-01-24	first mover asia bitcoin ether regain ground sunday early weekend battering . investors still unclear whether crypto continue follow trends equity markets uncorrelated asset.	0.37000895
160	2022-01-24	bitcoin heads worst week 8 months traders lament pikachu pattern . price appeared stabilize around 000 gallows humor filled social media sites .5 billion tradition positions liquidated.	-0.9262779
161	2022-01-24	bitcoin whales stay away even technical indicator flashes oversold . rsi stay oversold longer dip buyers stay solvent.	-0.8331803
162	2022-01-25	fed preview rate hikes could stimulate demand stablecoins . higher interest rates likely increase demand dollar . could translate higher demand dollar pegged crypto year.	0.8216212
163	2022-01-25	bitcoin ether ratio hits 3 month high friday close pivotal . ratio crossed 200 day average signaling continued bitcoin outperformance near term.	0.51442534
164	2022-01-25	bitcoin recovers amid mixed response traders polkadot leads altcoin gains . crypto markets staged brief recovery ahead wednesday federal reserve meeting.	0.30462646
165	2022-01-25	ethereum money markets see record liquidations ether tanks makerdao revenue surges . friday makerdao collected million liquidation penalty fees.	-0.85066146
166	2022-01-25	fantom transactions surpass ethereum users look farm yields . 1.2 million transactions recorded emerging layer 1 blockchain monday data showed.	0.33317557
167	2022-01-25	market wrap bitcoin stabilizes altcoins underperform . bitcoin 3 percent past 24 hours versus 5 percent decline sol roughly flat performance eth.	-0.28671837
168	2022-01-25	crypto sell wipes industry market cap far 2022. market value cryptocurrencies plummeted .6 trillion .3 trillion start year according coingecko data.	-0.9378116
169	2022-01-25	bitcoin short term bounce faces resistance . extreme oversold readings preceded uptick btc.	-0.12047985
170	2022-01-25	first mover asia bitcoin stabilizes investors await next fed meeting . bitcoin spike coincided gains u.s. equity markets correlation two remains unclear.	-0.31829977
171	2022-01-26	fake grimacecoin jumps 285 000 percent mcdonald tesla joke . opportunistic actors made quick money creating token named burger loving purple taste bud.	0.32425752
172	2022-01-26	wonderland time sets low liquidation cascade . token price fallen 95 percent november 2021 peak.	-0.48228532
173	2022-01-26	first mover asia bitcoin nears amid lighter trading . ether roughly flat major altcoins mixed.	-0.13962
174	2022-01-26	dogecoin leads gains major cryptos ahead fed meeting . crypto market advanced second day plunging weekend.	0.06338087
175	2022-01-26	bitcoin rises resistance . decisive break needed pause downtrend november.	0.3286353
176	2022-01-26	bitcoin correction continues eventually could go parabolic says peter brandt . selling pressure yet although confirmed shakeout could give way new highs according chartist.	0.07259092
177	2022-01-26	bitcoin sell defers price dreams . current price btc would nearly triple hit 000.	0.11530914
178	2022-01-26	market wrap bitcoin little changed analysts remain skeptical . trading volume increasing ahead wednesday federal reserve press conference.	-0.15859732
179	2022-01-27	sundaeswap switcheroo leaves cardstarter users losses spreading cardano discord . cardano founder charles hoskinson stepped admonish leaders squabbling projects sort differences . strong language used.	-0.470822
180	2022-01-27	market wrap bitcoin rally fades fed signals upcoming rate hike . bitcoin roughly flat past 24 hours amid choppy trading conditions.	-0.21474645
181	2022-01-27	first mover asia interest rate hikes future crypto rally shorts . bitcoin drops 000 soaring nearly 000 following remarks federal reserve chairman jerome powell.	-0.66787577
182	2022-01-27	bitcoin remain choppy fed put expires analysts . outlook bitcoin bearish experts see limited downside unless significant slide technology stocks.	-0.7571458
183	2022-01-27	solana avalanche post biggest declines hawkish fed outlook . major cryptocurrencies gave back week gains global markets reacted confirmation upcoming rates hikes.	-0.16426855
184	2022-01-27	bitcoin ether traders lose liquidations choppy market . bitcoin traders alone lost million.	-0.88505536
185	2022-01-27	wonderland rattled co founder tied failed quadrigacx exchange . developer popular avalanche money market previously co founder infamous canadian exchange quadrigacx.	0.006047082
186	2022-01-27	advisors know nft investing . potential nfts undeniable risks rewards head spinning . look considering investment world nfts.	-0.27106622
187	2022-01-27	advisors go crypto education . growing number services resources offer advisors education crypto taking different approaches . existing certification organizations like cfp board might also need step provide clarity education members.	0.059678968
188	2022-01-28	anchor protocol reserves slide money market founder talks concerns . reserves slumped 50 percent four weeks imbalance loan demand deposits.	-0.90138614
189	2022-01-28	tokens related wonderland developer plunge quadrigacx revelation . tokens projects avalanche ethereum networks started wonderland creator fell much 22 percent past 24 hours.	-0.5144756
190	2022-01-28	bitcoin worth leaves centralized exchanges hawkish fed comments . investors prefer direct custody coins intend hold longer term.	-0.3591923
191	2022-01-28	goldman bitcoin altcoins become correlated traditional financial market variables . bank analysts said digital assets immune macroeconomic forces monetary tightening.	-0.25554845
192	2022-01-28	bstx receives sec approval blockchain powered securities exchange . blockchain technology powering fully automated national exchange first time.	0.3488391
193	2022-01-28	first mover asia bearish crypto sentiment continues dollar strengthens . bitcoin slightly ether major altcoins fell investors continued digest federal reserve hawkish comments wednesday.	-0.32872498
194	2022-01-28	market wrap bitcoin rangebound ahead option expiry expect higher volatility . sentiment bitcoin options market mixed although traders seeking downside protection.	-0.46710736
195	2022-01-28	cuatro cosas que deber hacer en un mercado bajista de cripto . es f cil mantener la tranquilidad mientras tus activos cripto registran p rdidas de dos gitos . pero desesperes sigue estos sencillos pasos aprovecha al ximo esta oportunidad de ca da de precios	0.18463118
196	2022-01-28	defi protocol qubit finance exploited . attack seventh largest defi exploit amount funds stolen data shows.	0.018406138
197	2022-01-29	crypto parallels subprime mortgage crisis says paul krugman . economist sees evidence risks crypto falling know getting less able handle downsides.	-0.75643754
198	2022-01-29	bitcoin holds support resistance near . btc stabilizing oversold conditions remain intact.	0.46875167
199	2022-01-29	market wrap bitcoin stalls analysts point risks defi . observers concerned crypto winter.	-0.84602296
200	2022-01-29	terra luna dumps wonderland controversy . native token terra blockchain dropped sharply confirmed quadrigacx co founder tied wonderland project.	-0.7646695
201	2022-01-29	buterin use returned shib donation covid projects worldwide . cryptorelief indian covid 19 fund received original donation returning sum buterin use higher risk higher reward projects.	0.6024717
202	2022-01-31	bitcoin put call ratio hits 6 month high negativity rules . ratio suggests demand puts high one observer said.	0.6580267
203	2022-01-31	excessive volatility hindering mainstream adoption bitcoin jpmorgan says . bank said ethereum also facing challenges due declining market share defi nft sectors.	-0.9467425
204	2022-01-31	morgan stanley says bitcoin 50 percent correction nothing new . slide within historical norms bank analysts said.	-0.2743485
205	2022-01-31	first mover asia bitcoin barely budges weekend trading . crypto trading light could remain asian markets many investors celebrate lunar new year holiday week.	-0.72903603
206	2022-01-31	bitcoin macd indicator threatens long term bullish bias rate hike fears linger . several wall street banks penciled five fed rate hikes 2022.	-0.20847546
207	2022-01-31	alts underperforming expectations.... many cryptocurrencies underperformed bitcoin investors disheartened.	-0.9403108
208	2022-01-31	crypto exchange bitmex airdrops 1.5m bmex tokens users . tokens allow users get trading discounts benefits using bitmex.	0.015150824
209	2022-02-01	someone moved .55b worth bitcoin 2016 bitfinex hack . bad actors would tough time cashing stolen bitcoin blacklisted.	-0.4350686
210	2022-02-01	sol surges 17 percent coinbase lists two solana ecosystem tokens . crypto exchange listed tokens two major projects building solana network first time.	0.091900155
211	2022-02-01	bitcoin steady near .5k australian central bank ends easing program . rba announced end bond purchases signaled hurry raise interest rates.	0.12214711
