	symbol	date	content	sentiment_score
50	RACA_General	2021-10-01	satoshi quest nft drop know 1 project top shillers fly moon soon strong backer advisors asia . get chance grap whitelist slot	0.4500761
51	RACA_General	2021-10-01		
52	RACA_General	2021-10-01	hi	0.118496716
53	RACA_General	2021-10-01	hi	0.118496716
54	RACA_General	2021-10-01		
55	RACA_General	2021-10-02	hello	0.120168634
56	RACA_General	2021-10-02	spam bro.	0.035985056
57	RACA_General	2021-10-02	hello guys	0.103493065
58	RACA_General	2021-10-02	hi guys	0.117215976
59	RACA_General	2021-10-02	yu	0.1065327
60	RACA_General	2021-10-02	hi	0.118496716
61	RACA_General	2021-10-02	hello	0.120168634
62	RACA_General	2021-10-02	project looks interesting support great project success developer community	0.8799243
63	RACA_General	2021-10-02	hello	0.120168634
64	RACA_General	2021-10-02	hi bos	0.06556197
65	RACA_General	2021-10-02	help	0.12495751
66	RACA_General	2021-10-02	great project	0.1868638
67	RACA_General	2021-10-02	h	0.045712195
68	RACA_General	2021-10-02	see bright future project	0.34614724
69	RACA_General	2021-10-02	yeah	0.19214983
70	RACA_General	2021-10-02	thanks guys really appreciate dropping benefit part great community	0.67184055
71	RACA_General	2021-10-02	hi	0.118496716
72	RACA_General	2021-10-02	sir	0.119622655
73	RACA_General	2021-10-02	yeah go moon	0.10629078
74	RACA_General	2021-10-02	hi	0.118496716
75	RACA_General	2021-10-02	hi	0.118496716
76	RACA_General	2021-10-02	usm raca dm . send proof	0.08162605
77	RACA_General	2021-10-02	good	0.2134694
78	RACA_General	2021-10-02	hi	0.118496716
79	RACA_General	2021-10-02	hi	0.118496716
80	RACA_General	2021-10-02	hi	0.118496716
81	RACA_General	2021-10-02	hi	0.118496716
82	RACA_General	2021-10-02	hi	0.118496716
83	RACA_General	2021-10-02	hi bos	0.06556197
84	RACA_General	2021-10-02	hello	0.120168634
85	RACA_General	2021-10-02	racanians	0.0893864
86	RACA_General	2021-10-02	hello	0.120168634
87	RACA_General	2021-10-02	go .. go ...	0.08288535
88	RACA_General	2021-10-02		
89	RACA_General	2021-10-02	uh hello	0.13547315
90	RACA_General	2021-10-02	raca moon	0.06910671
91	RACA_General	2021-10-02	hi everyone	0.13372648
92	RACA_General	2021-10-02	hi	0.118496716
93	RACA_General	2021-10-02	hi	0.118496716
94	RACA_General	2021-10-02	hi everyone	0.13372648
95	RACA_General	2021-10-02	let raca moon	0.087359846
96	RACA_General	2021-10-02	hello everyone	0.11247596
97	RACA_General	2021-10-02	hello	0.120168634
98	RACA_General	2021-10-02	hello	0.120168634
99	RACA_General	2021-10-02	hello	0.120168634
100	RACA_General	2021-10-02	hi team	0.06331928
101	RACA_General	2021-10-02	great join	0.4714249
102	RACA_General	2021-10-02	nice part project	0.10724915
103	RACA_General	2021-10-02	hello	0.120168634
104	RACA_General	2021-10-02	hi join mpb group	0.04166136
105	RACA_General	2021-10-02	hello	0.120168634
106	RACA_General	2021-10-02		
107	RACA_General	2021-10-02	hi	0.118496716
108	RACA_General	2021-10-02		
109	RACA_General	2021-10-02	nan	0.122046724
110	RACA_General	2021-10-02		
111	RACA_General	2021-10-02	hasba	0.039522234
112	RACA_General	2021-10-02	gm	0.030133292
113	RACA_General	2021-10-02		
114	RACA_General	2021-10-02	raca group	0.03150193
115	RACA_General	2021-10-03	moon	0.09017944
116	RACA_General	2021-10-03	stake buy raca	0.03155345
117	RACA_General	2021-10-03	hey folks	0.1734584
118	RACA_General	2021-10-03	release whitelisting	-0.28506598
119	RACA_General	2021-10-03	hi	0.118496716
120	RACA_General	2021-10-03	hi	0.118496716
121	RACA_General	2021-10-03	hi	0.118496716
122	RACA_General	2021-10-03	hi	0.118496716
123	RACA_General	2021-10-03		
124	RACA_General	2021-10-03	65k cm n vote	-0.11843578
125	RACA_General	2021-10-03		
126	RACA_General	2021-10-03	hey	0.12544319
127	RACA_General	2021-10-03	way whitelisted please	-0.4077443
128	RACA_General	2021-10-03	hello raca fans	0.31947672
129	RACA_General	2021-10-03	racaa	0.058896475
130	RACA_General	2021-10-03	racccaaa	0.026160939
131	RACA_General	2021-10-03		
132	RACA_General	2021-10-03	new ath loading	0.07974668
133	RACA_General	2021-10-03	raca yyds	0.062235415
134	RACA_General	2021-10-03	hm raca u holding	0.036310297
135	RACA_General	2021-10-03		
136	RACA_General	2021-10-03	1 dollar	0.021742173
137	RACA_General	2021-10-03	guys time show support . please go link vote.	0.18458277
138	RACA_General	2021-10-03		
139	RACA_General	2021-10-03	vote reply	0.08612917
140	RACA_General	2021-10-03	vote vote vote nowww	-0.17672005
141	RACA_General	2021-10-03	done	0.11965038
142	RACA_General	2021-10-03	success	0.11971418
143	RACA_General	2021-10-03	hope someone gave raca free help cause thanks warm hearted 0x1c8d1078ca33b3395a1cd2b5a797b2054772eba4	0.6267472
144	RACA_General	2021-10-03	better go buy cancel zero . anyone afford raca	0.1035557
145	RACA_General	2021-10-03	done	0.11965038
146	RACA_General	2021-10-03	voted . please airdrop yuan beast . thank.	0.13860221
147	RACA_General	2021-10-03	hi	0.118496716
148	RACA_General	2021-10-03	hi	0.118496716
149	RACA_General	2021-10-03	racaa	0.058896475
150	RACA_General	2021-10-03	goin kill zero	0.09756777
151	RACA_General	2021-10-03	good job guys leading	0.61927706
152	RACA_General	2021-10-03	pinned message.	-0.009708345
153	RACA_General	2021-10-03	everyone buy 10 percent let get top gainers cmc	0.059258234
154	RACA_General	2021-10-03	anyone know language makalampai supposedly means tickle	-0.0019845776
155	RACA_General	2021-10-03		
156	RACA_General	2021-10-03	hi	0.118496716
157	RACA_General	2021-10-03		
158	RACA_General	2021-10-03	good job guys leading	0.61927706
159	RACA_General	2021-10-03	hello	0.120168634
160	RACA_General	2021-10-03	yeah . raca winner	0.16377532
161	RACA_General	2021-10-03	nan	0.122046724
162	RACA_General	2021-10-03	nice guys	0.18097614
163	RACA_General	2021-10-03	lets go kill zero	0.08927095
164	RACA_General	2021-10-03	gm	0.030133292
165	RACA_General	2021-10-03	gm	0.030133292
166	RACA_General	2021-10-03	gm	0.030133292
167	RACA_General	2021-10-03	raca moon	0.06910671
168	RACA_General	2021-10-03		
169	RACA_General	2021-10-03	hi	0.118496716
170	RACA_General	2021-10-03	hola	0.054473232
171	RACA_General	2021-10-03	nan	0.122046724
172	RACA_General	2021-10-03	hello	0.120168634
173	RACA_General	2021-10-03	success	0.11971418
174	RACA_General	2021-10-03	hryy	0.06270977
175	RACA_General	2021-10-03		
176	RACA_General	2021-10-03	hello	0.120168634
177	RACA_General	2021-10-03	hello guys	0.103493065
178	RACA_General	2021-10-03	hello	0.120168634
179	RACA_General	2021-10-03	good project strong team	0.8773016
180	RACA_General	2021-10-03	good day	0.5392505
181	RACA_General	2021-10-03	nice	0.11208581
182	RACA_General	2021-10-03	hi	0.118496716
183	RACA_General	2021-10-03	amazing project	0.2835431
184	RACA_General	2021-10-03	good project	0.71254086
185	RACA_General	2021-10-03	hello project	0.10147547
186	RACA_General	2021-10-03	nan	0.122046724
187	RACA_General	2021-10-03	l	0.08379477
188	RACA_General	2021-10-03	hello...swapped v2 finding accessible site help	0.18640266
189	RACA_General	2021-10-03		
190	RACA_General	2021-10-03	ty	0.10513555
191	RACA_General	2021-10-03	radiocaca.com	0.016416932
192	RACA_General	2021-10-03	hi	0.118496716
193	RACA_General	2021-10-03	friend	0.13337716
194	RACA_General	2021-10-03	hi	0.118496716
195	RACA_General	2021-10-03	nan	0.122046724
196	RACA_General	2021-10-03	happen get permission admin	0.02534833
197	RACA_General	2021-10-03	hi	0.118496716
198	RACA_General	2021-10-03	hi	0.118496716
199	RACA_General	2021-10-03		
200	RACA_General	2021-10-03	hi	0.118496716
201	RACA_General	2021-10-03	new ath	0.043750554
202	RACA_General	2021-10-03	much race u holding	0.105875425
203	RACA_General	2021-10-03		
204	RACA_General	2021-10-03		
205	RACA_General	2021-10-03	hello	0.120168634
206	RACA_General	2021-10-03	cooldogegif	0.087134674
207	RACA_General	2021-10-03	think u need activate webhooks server	0.0674847
208	RACA_General	2021-10-03	hi	0.118496716
209	RACA_General	2021-10-03	gn mayes	0.017139364
210	RACA_General	2021-10-03	raca	0.117320776
211	RACA_General	2021-10-03	moon	0.09017944
212	RACA_General	2021-10-03	hm slippage	-0.43341273
213	RACA_General	2021-10-03	thanks	0.1360366
214	RACA_General	2021-10-04	feature server admins . follow updates another discord server . turn notifications receive messages something new posted ignore follow button	-0.0067021367
215	RACA_General	2021-10-04	default 0.5 guess	-0.6478394
216	RACA_General	2021-10-04	hm raca	0.08195863
217	RACA_General	2021-10-04	thank.	0.15922862
218	RACA_General	2021-10-04	updated contract	0.07675019
219	RACA_General	2021-10-04	send raca coin trust wallet mexc	0.031986125
220	RACA_General	2021-10-04	yes	0.12283732
221	RACA_General	2021-10-04	hey may ask known issue keeps getting stuck loading screen trying connect trust wallet official website radiocaca.com using walletconnect swap v1 v2	-0.117323294
222	RACA_General	2021-10-04	use metamask . tw supported	0.012690328
223	RACA_General	2021-10-04	walletconnect supported one day since official website gives us 2 options either connect using metamask walletconnect	0.098118275
224	RACA_General	2021-10-04	hmmmm . think planning team dont know eta . anyhow . transferring yur wallet metamask super easy safer trust wallet	0.061818637
225	RACA_General	2021-10-04	okiee thank much support heartsvertical	0.4409092
226	RACA_General	2021-10-04	good day night	0.38616732
227	RACA_General	2021-10-04	nice	0.11208581
228	RACA_General	2021-10-04	receive nft metamom 0xe1d80374f7793551454600da85eeb3a9c5d46427eb2155e84b3480012ee959f0 0x6490a378c7dab7d83739f659e3e49c6ebd6f0db693666e254e09acc670473913 0x9734c15104325b6c087a8129ccf0f9c6ee30ca628d417da6b037b37cd476d692 0xf0e7b366dba10b8380572a0f3120abf882b861590d336c2d013b2a51c2a8ff38 received 3 4	0.043406695
229	RACA_General	2021-10-04	hello everyone purchased raca ago didnt really research much purchase . anyone able dm let know coin works ties metamon . thankyou wonderful day	0.19927533
230	RACA_General	2021-10-04	hii	0.023714237
231	RACA_General	2021-10-04	strong project massive prospect	0.8586241
232	RACA_General	2021-10-04	bought trust wallet radiocaca.com see nfts erc 721 scan . okay cant move	0.032380007
233	RACA_General	2021-10-04	bsc scan erc 721	0.018811118
234	RACA_General	2021-10-04	able see raca marketplace trust wallet	0.040310413
235	RACA_General	2021-10-04	able play metamon	0.02465306
236	RACA_General	2021-10-04	bought two metamons radiocaca.com marketplace	0.03448614
237	RACA_General	2021-10-04	idk ill able transfer metamons cant see	-0.29659593
238	RACA_General	2021-10-04	connected trust wallet metamask	0.023666425
239	RACA_General	2021-10-04	nan	0.122046724
240	RACA_General	2021-10-04	hi ..	0.080836475
241	RACA_General	2021-10-04	yuhuu	0.0082857385
242	RACA_General	2021-10-04	hi	0.118496716
243	RACA_General	2021-10-04	moon	0.09017944
244	RACA_General	2021-10-04		
245	RACA_General	2021-10-04		
246	RACA_General	2021-10-04	hi	0.118496716
247	RACA_General	2021-10-04	hello	0.120168634
248	RACA_General	2021-10-04	hello	0.120168634
249	RACA_General	2021-10-04	everyone talkin offline	0.044928454
250	RACA_General	2021-10-04	best project ever seen . undoubtedly future much higher . believe top 5 future.many good wishes project	0.59225214
251	RACA_General	2021-10-04	hi	0.118496716
252	RACA_General	2021-10-04	best place get help	0.113807164
253	RACA_General	2021-10-04	hello	0.120168634
254	RACA_General	2021-10-04	hello	0.120168634
255	RACA_General	2021-10-04	chain good see store starting 6th	0.25034842
256	RACA_General	2021-10-04	ok thanks	0.18367137
257	RACA_General	2021-10-04		
258	RACA_General	2021-10-04		
259	RACA_General	2021-10-04	telugu people	0.0005455911
260	RACA_General	2021-10-04	hi	0.118496716
261	RACA_General	2021-10-04	go moon	0.06841456
262	RACA_General	2021-10-04	mooon soon	0.056911126
263	RACA_General	2021-10-04	delete fake	-0.29145312
264	RACA_General	2021-10-04	nan	0.122046724
265	RACA_General	2021-10-04	thanks reporting	0.3420109
266	RACA_General	2021-10-04	last 16 lands price lower 800 . 1k 1 land ready	-0.40953755
267	RACA_General	2021-10-04	moon raca	0.09134407
268	RACA_General	2021-10-04	mml dogeland cost 10k future	0.019238357
269	RACA_General	2021-10-04	much raca u	0.17031991
270	RACA_General	2021-10-04	raca new axs	0.07984025
271	RACA_General	2021-10-04	census lol	0.06113621
272	RACA_General	2021-10-04	hello	0.120168634
273	RACA_General	2021-10-04	binance	0.061259076
274	RACA_General	2021-10-04	hello guys	0.103493065
275	RACA_General	2021-10-04	hello	0.120168634
276	RACA_General	2021-10-04	haloooo	0.019817717
277	RACA_General	2021-10-04	hi	0.118496716
278	RACA_General	2021-10-04	hiii	0.074529886
279	RACA_General	2021-10-05	hay guys	0.07350759
280	RACA_General	2021-10-05		
281	RACA_General	2021-10-05	hi	0.118496716
282	RACA_General	2021-10-05	hello	0.120168634
283	RACA_General	2021-10-05	hi	0.118496716
284	RACA_General	2021-10-05	hello everyone	0.11247596
285	RACA_General	2021-10-05	site	0.056049883
286	RACA_General	2021-10-05	hello	0.120168634
287	RACA_General	2021-10-05	general chat	-0.00201419
288	RACA_General	2021-10-05	..	0.047250636
289	RACA_General	2021-10-05	hello	0.120168634
290	RACA_General	2021-10-05	hello	0.120168634
291	RACA_General	2021-10-05	msg	0.030720215
292	RACA_General	2021-10-05	metamon	0.015444886
293	RACA_General	2021-10-05	hi	0.118496716
294	RACA_General	2021-10-05	metamon	0.015444886
295	RACA_General	2021-10-05		
296	RACA_General	2021-10-05	let take cup coffee	0.09441011
297	RACA_General	2021-10-05	raca get ath 1 price expensive play metamon battle	0.042910546
298	RACA_General	2021-10-05	hi	0.118496716
299	RACA_General	2021-10-05	hi	0.118496716
300	RACA_General	2021-10-05	hi everyone	0.13372648
301	RACA_General	2021-10-05	1k land comming	0.05375769
302	RACA_General	2021-10-05		
303	RACA_General	2021-10-05	hhshshs	0.10078704
304	RACA_General	2021-10-05	congratulations	0.1346401
305	RACA_General	2021-10-05	wow	0.12260081
306	RACA_General	2021-10-05	raca 10	0.095402986
307	RACA_General	2021-10-05	raca go mars	0.10682971
308	RACA_General	2021-10-05	congrats us guys cheerssss	0.41769403
309	RACA_General	2021-10-05		
310	RACA_General	2021-10-05		
311	RACA_General	2021-10-05	congras everyone	0.15376958
312	RACA_General	2021-10-05	congrats	0.33434257
313	RACA_General	2021-10-05		
314	RACA_General	2021-10-05	raca	0.117320776
315	RACA_General	2021-10-05	0.1 jun 2022.	0.012054021
316	RACA_General	2021-10-05	congratulations	0.1346401
317	RACA_General	2021-10-05	congrats	0.33434257
318	RACA_General	2021-10-05	congratulations.	0.34381065
319	RACA_General	2021-10-05	toooo moonn	0.096560545
320	RACA_General	2021-10-05	toooo moon	0.11562603
321	RACA_General	2021-10-05	one zero	0.050524004
322	RACA_General	2021-10-05		
323	RACA_General	2021-10-05	congratulations	0.1346401
324	RACA_General	2021-10-05	nan	0.122046724
325	RACA_General	2021-10-05	guys strong community hodl	0.70962787
326	RACA_General	2021-10-05	success	0.11971418
327	RACA_General	2021-10-05	huge	0.1338611
328	RACA_General	2021-10-05	goto	0.05200252
329	RACA_General	2021-10-05	hodllllllll	0.09407659
330	RACA_General	2021-10-05	sell march	0.044632547
331	RACA_General	2021-10-05	buy gaming pc goes	0.04251285
332	RACA_General	2021-10-05	hold hold	0.06565917
333	RACA_General	2021-10-05	kay	0.124881655
334	RACA_General	2021-10-05	hi	0.118496716
335	RACA_General	2021-10-05	zero	0.08229983
336	RACA_General	2021-10-05	go raca	0.10442516
337	RACA_General	2021-10-05	hodl	0.12973808
338	RACA_General	2021-10-05		
339	RACA_General	2021-10-05		
340	RACA_General	2021-10-05	moon	0.09017944
341	RACA_General	2021-10-05	want play metamon	0.019599758
342	RACA_General	2021-10-05	remember tommorow launch game	0.07017358
343	RACA_General	2021-10-05	today demo	0.07707885
344	RACA_General	2021-10-05	woot woot	0.050368056
345	RACA_General	2021-10-05	hello	0.120168634
346	RACA_General	2021-10-05	wow	0.12260081
347	RACA_General	2021-10-05	yes boss	0.27517578
348	RACA_General	2021-10-05	ngentot moon	-0.010445103
349	RACA_General	2021-10-05	nice screenshot	0.10786386
350	RACA_General	2021-10-05	hi	0.118496716
351	RACA_General	2021-10-05	hi	0.118496716
352	RACA_General	2021-10-05	mantap anjing	0.039276548
353	RACA_General	2021-10-05	woah	-0.12526146
354	RACA_General	2021-10-05	hello	0.120168634
355	RACA_General	2021-10-05	raca jos project	0.05321008
356	RACA_General	2021-10-05	sir raca twitter singapore raca created another reason	0.0728233
357	RACA_General	2021-10-05	0 10	0.031065099
358	RACA_General	2021-10-05	probably social media manager lives think r multiple people managing twitter	0.016071416
359	RACA_General	2021-10-05	thought want valid answer core team . community asked . thanks answering sir	0.18695377
360	RACA_General	2021-10-05	say core team bit around world common crypto ar emainly based china us	0.15844831
361	RACA_General	2021-10-05	ready 1k land . 2k land way	0.08757215
362	RACA_General	2021-10-05	wonderful project . hope successful fruitful humbly request everyone miss help build future.	0.7522861
363	RACA_General	2021-10-05		
364	RACA_General	2021-10-05	read roadmap	0.029875591
365	RACA_General	2021-10-05	agree peeps	0.04575555
366	RACA_General	2021-10-05	good day	0.5392505
367	RACA_General	2021-10-05	get nft rca sit	0.09291756
368	RACA_General	2021-10-05	pump	0.08252615
369	RACA_General	2021-10-05	hold hold hold	0.07084739
370	RACA_General	2021-10-05	hello	0.120168634
371	RACA_General	2021-10-05	ngegas anjing wkwkwkw	0.10521148
372	RACA_General	2021-10-05	gifts given discord everyone participated random winner	0.08999931
373	RACA_General	2021-10-05	random winner	-0.07470212
374	RACA_General	2021-10-05	thank	0.109168686
375	RACA_General	2021-10-05	game live yet coming	0.10906771
376	RACA_General	2021-10-05	today demo	0.07707885
377	RACA_General	2021-10-05	tommorow launch	0.041437645
378	RACA_General	2021-10-05	remember	0.09100978
379	RACA_General	2021-10-05	hellooo	0.09213215
380	RACA_General	2021-10-05	hiii	0.074529886
381	RACA_General	2021-10-05	good day	0.5392505
382	RACA_General	2021-10-05	hello guys	0.103493065
383	RACA_General	2021-10-05	raca mars	0.09275227
384	RACA_General	2021-10-05	buy land pls	0.065754406
385	RACA_General	2021-10-05	ama going tg	0.014237326
386	RACA_General	2021-10-05	officia website raca nft marketace	0.017476534
387	RACA_General	2021-10-05	ama finished another one	0.21818852
388	RACA_General	2021-10-05	alright	0.109952755
389	RACA_General	2021-10-05	win game gift box	0.14309278
390	RACA_General	2021-10-05	raca	0.117320776
391	RACA_General	2021-10-05	buy	0.08121987
392	RACA_General	2021-10-05	buy	0.08121987
393	RACA_General	2021-10-05	nan	0.122046724
394	RACA_General	2021-10-05	hello	0.120168634
395	RACA_General	2021-10-05	hello	0.120168634
396	RACA_General	2021-10-05	hi	0.118496716
397	RACA_General	2021-10-05	hi	0.118496716
398	RACA_General	2021-10-05	nan	0.122046724
399	RACA_General	2021-10-05	lol xdd	0.037840836
400	RACA_General	2021-10-05	nan	0.122046724
401	RACA_General	2021-10-05	stacking raca	0.060325153
402	RACA_General	2021-10-05	hi	0.118496716
403	RACA_General	2021-10-05	game open	0.026103312
404	RACA_General	2021-10-05	raca website.	0.014794936
405	RACA_General	2021-10-05	tomorrow nha.	0.02553985
406	RACA_General	2021-10-05	mod make br pt chat	0.10380093
407	RACA_General	2021-10-06	hello	0.120168634
408	RACA_General	2021-10-06	nice project	0.20089145
409	RACA_General	2021-10-06	yo	0.08863616
410	RACA_General	2021-10-06	hi	0.118496716
411	RACA_General	2021-10-06	get metamon testnet	0.017536834
412	RACA_General	2021-10-06	get metamon bnb raca ready . mini game launch tommorow bullish . believe raca fundamentals.	0.29977164
413	RACA_General	2021-10-06	buy box announced ama today costs 500 us	0.012919593
414	RACA_General	2021-10-06	game	0.053911403
415	RACA_General	2021-10-06	yeah	0.19214983
416	RACA_General	2021-10-06	name box	-0.020602316
417	RACA_General	2021-10-06	dont know told ama today	0.019555759
418	RACA_General	2021-10-06	would kind os starterpack	0.25295544
419	RACA_General	2021-10-06	moon	0.09017944
420	RACA_General	2021-10-06	metamon	0.015444886
421	RACA_General	2021-10-06	hi	0.118496716
422	RACA_General	2021-10-06	racaaaa .10	0.019228041
423	RACA_General	2021-10-06	please add portuguese language	0.017814247
424	RACA_General	2021-10-06		
425	RACA_General	2021-10-06	hello house	0.1237716
426	RACA_General	2021-10-06	good morning	0.4995933
427	RACA_General	2021-10-06	2 kind box . 1st blind box find binance nft randomly get kiss dog nft diamond box matrix plus box . 2. matrix plus box mpb . expensive nft raca right . find bakeryswap 25 000 .. otherwise look mml musk usm land bakeryswap . 1100	0.092333175
428	RACA_General	2021-10-06	nan	0.122046724
429	RACA_General	2021-10-06	nan	0.122046724
430	RACA_General	2021-10-06	nan	0.122046724
431	RACA_General	2021-10-06	access game admin	-0.0072209947
432	RACA_General	2021-10-06	today team update button gaming official website . patient	0.051844466
433	RACA_General	2021-10-06	hi	0.118496716
434	RACA_General	2021-10-06	thanks	0.1360366
435	RACA_General	2021-10-06	hi	0.118496716
436	RACA_General	2021-10-06	hello everybody	0.08936913
437	RACA_General	2021-10-06	morning	0.05807986
438	RACA_General	2021-10-06	hi	0.118496716
439	RACA_General	2021-10-06	moon	0.09017944
440	RACA_General	2021-10-06		
441	RACA_General	2021-10-06		
442	RACA_General	2021-10-06	hey	0.12544319
443	RACA_General	2021-10-06	hi	0.118496716
444	RACA_General	2021-10-06		
445	RACA_General	2021-10-06	love raca	0.15703146
446	RACA_General	2021-10-06	prize	0.10235809
447	RACA_General	2021-10-06		
448	RACA_General	2021-10-06	hi	0.118496716
449	RACA_General	2021-10-06		
450	RACA_General	2021-10-06	hi guy	0.13834912
451	RACA_General	2021-10-06	hi	0.118496716
452	RACA_General	2021-10-06		
453	RACA_General	2021-10-06		
454	RACA_General	2021-10-06		
455	RACA_General	2021-10-06	cheer	0.08802048
456	RACA_General	2021-10-06		
457	RACA_General	2021-10-06	congrats	0.33434257
458	RACA_General	2021-10-06	9 day	-0.040592466
459	RACA_General	2021-10-06		
460	RACA_General	2021-10-06	grazie	0.108824104
461	RACA_General	2021-10-06		
462	RACA_General	2021-10-06	alo	0.04877426
463	RACA_General	2021-10-06	gift	0.12247516
464	RACA_General	2021-10-06		
465	RACA_General	2021-10-06		
466	RACA_General	2021-10-06		
467	RACA_General	2021-10-06	hi	0.118496716
468	RACA_General	2021-10-06		
469	RACA_General	2021-10-06	hi	0.118496716
470	RACA_General	2021-10-06	u day	0.12909564
471	RACA_General	2021-10-06	tada	0.09404448
472	RACA_General	2021-10-06	general chat	-0.00201419
473	RACA_General	2021-10-06	hello team	0.20277801
474	RACA_General	2021-10-06		
475	RACA_General	2021-10-06		
476	RACA_General	2021-10-06		
477	RACA_General	2021-10-06	hi	0.118496716
478	RACA_General	2021-10-06	anyone going buy new nft namely ding today	0.08830849
479	RACA_General	2021-10-06		
480	RACA_General	2021-10-06		
481	RACA_General	2021-10-06		
482	RACA_General	2021-10-06	hello everybody	0.08936913
483	RACA_General	2021-10-06	wow	0.12260081
484	RACA_General	2021-10-06	let grow community	0.07349066
485	RACA_General	2021-10-06	general chat hello	0.013515833
486	RACA_General	2021-10-06		
487	RACA_General	2021-10-06		
488	RACA_General	2021-10-06	congrats	0.33434257
489	RACA_General	2021-10-06		
490	RACA_General	2021-10-06		
491	RACA_General	2021-10-06	participate giveaway	0.031681597
492	RACA_General	2021-10-06	raca	0.117320776
493	RACA_General	2021-10-06	prize	0.10235809
494	RACA_General	2021-10-06	raca	0.117320776
495	RACA_General	2021-10-06		
496	RACA_General	2021-10-06		
497	RACA_General	2021-10-06		
498	RACA_General	2021-10-06	hold still go	0.17054813
499	RACA_General	2021-10-06		
500	RACA_General	2021-10-06	hello coin68	0.040332254
501	RACA_General	2021-10-06		
502	RACA_General	2021-10-06	hi	0.118496716
503	RACA_General	2021-10-06	hello	0.120168634
504	RACA_General	2021-10-06	good project	0.71254086
505	RACA_General	2021-10-06	nice project	0.20089145
506	RACA_General	2021-10-06	hello	0.120168634
507	RACA_General	2021-10-06	hi	0.118496716
508	RACA_General	2021-10-06	hi	0.118496716
509	RACA_General	2021-10-06		
510	RACA_General	2021-10-06		
511	RACA_General	2021-10-06	hi guys	0.117215976
512	RACA_General	2021-10-06	hel	0.02305181
513	RACA_General	2021-10-06		
514	RACA_General	2021-10-06	morning	0.05807986
515	RACA_General	2021-10-06		
516	RACA_General	2021-10-06	game released	0.0897498
517	RACA_General	2021-10-06	radio caca well	0.04615778
518	RACA_General	2021-10-06	moon	0.09017944
519	RACA_General	2021-10-06	gi th ng	0.022530146
520	RACA_General	2021-10-06	hello	0.120168634
521	RACA_General	2021-10-06	hello	0.120168634
522	RACA_General	2021-10-06	good day	0.5392505
523	RACA_General	2021-10-06	raca going moon	0.15418562
524	RACA_General	2021-10-06		
525	RACA_General	2021-10-06	prize	0.10235809
526	RACA_General	2021-10-06		
527	RACA_General	2021-10-06		
528	RACA_General	2021-10-06		
529	RACA_General	2021-10-06	raca	0.117320776
530	RACA_General	2021-10-06		
